nct_id,title,status,phase,enrollment,start_date,completion_date,enrollment_rate_monthly,enrollment_rate_tier,enrollment_success_pct,success_tier,status_success_score,composite_success_score,success_percentile
NCT02493426,Single Dose Intranasal Oxytocin and Cognitive Effects in Autism,COMPLETED,PHASE2,27.0,2014-05-01,2021-03-31,0.3253681710213777,Slow (<1/month),3.2536817102137774,Significantly Below (<50%),100,47.2,40.035
NCT02775526,"TOT, TVT And Burch Colpo-Suspension for Treatment of Female Mixed Urinary Incontinence",COMPLETED,NA,220.0,2016-05-01,2020-01-10,4.964269829503336,Adequate (1-10/month),49.64269829503336,Significantly Below (<50%),100,67.6,80.15
NCT04927026,"""Where-there-is-no-psychiatrist Integrated Personal Therapy"" Among Community-Dwelling Older Adults",COMPLETED,NA,21.0,2019-09-01,2020-03-31,3.0152830188679247,Adequate (1-10/month),30.152830188679246,Significantly Below (<50%),100,51.7,51.94
NCT02158026,Evaluation of the Role of Follicular Sensitivity Index in the Prediction of Pregnancy in Women Undergoing ICSI/IVF Without Polycystic Ovarian Syndrome,UNKNOWN,,1000.0,2014-06-01,,,Slow (<1/month),,Significantly Below (<50%),50,63.3,76.235
NCT03537326,Study to Detect Oral Administration of Budesonide in Women.,COMPLETED,PHASE1,4.0,2018-05-22,2018-09-10,1.096936936936937,Adequate (1-10/month),10.96936936936937,Significantly Below (<50%),100,45.3,31.169999999999998
NCT03326726,Evaluation 2% Chlorhexidine Gluconate,COMPLETED,PHASE2,30.0,2016-11-16,2016-11-18,30.0,Good (10-50/month),200.0,Exceeded (≥100%),100,62.4,75.095
NCT03316326,"S-1, Irinotecan, and Oxaliplatin in Locally-Advanced Pancreatic Cancer",UNKNOWN,PHASE2,35.0,2017-11-01,2021-12-31,0.7004602235371467,Slow (<1/month),7.0046022353714665,Significantly Below (<50%),50,32.8,12.425
NCT02919826,Dialectical Behaviour Group Therapy for Adults With Intellectual Disabilities,COMPLETED,NA,20.0,2016-08-01,2018-03-01,1.0551126516464473,Adequate (1-10/month),10.551126516464473,Significantly Below (<50%),100,46.6,37.375
NCT00226226,Peripherally Inserted Central Catheter Placement by IV Team Nurses Using the Sonic Flashlight,COMPLETED,PHASE1,230.0,2006-06-01,2007-06-01,19.1813698630137,Good (10-50/month),191.813698630137,Exceeded (≥100%),100,73.4,83.7
NCT04162626,New Families- Innovation and Development of the Child Health Services in Oslo,COMPLETED,NA,428.0,2018-10-08,2021-10-01,11.963562901744721,Good (10-50/month),119.6356290174472,Exceeded (≥100%),100,89.2,92.985
NCT03225326,Effects of Articaine Computer-controlled and Conventional Delivery for Anterior and Middle Superior Alveolar Nerve Block for Tooth Extraction,WITHDRAWN,PHASE4,0.0,2016-12-01,2017-07-01,,Slow (<1/month),0.0,Significantly Below (<50%),5,14.8,1.6650000000000003
NCT01952626,Prevention of Intrathecal Morphine Induced Pruritus: Comparison of Ondansetron and Palonosetron,COMPLETED,NA,80.0,2013-04-01,2014-06-01,5.716431924882629,Adequate (1-10/month),57.16431924882629,Below (50-75%),100,56.4,64.88000000000001
NCT00890526,Intervention for Reduced Sound Tolerance,COMPLETED,PHASE1,36.0,2002-07-01,2010-09-01,0.36723860589812335,Slow (<1/month),3.6723860589812336,Significantly Below (<50%),100,47.9,42.64
NCT05720026,Study to Evaluate the Efficacy and Safety of SYSA1901 vs. Perjeta® of HER2-Positive Breast Cancer,RECRUITING,PHASE3,560.0,2023-01-09,2026-02-21,14.966110623353819,Good (10-50/month),149.66110623353822,Exceeded (≥100%),60,83.0,89.505
NCT04524026,RIOTC: Reducing the Impact of Ovarian Stimulation. Novel Approaches to Luteal Support in IVF-Study 2,COMPLETED,PHASE2,25.0,2018-09-18,2020-11-30,0.9465174129353234,Slow (<1/month),9.465174129353233,Significantly Below (<50%),100,47.0,39.33
NCT03502226,Evaluation of an Inpatient Sexual Risk Behavior Assessment Program,COMPLETED,NA,66.0,2017-01-04,2017-10-29,6.741744966442953,Adequate (1-10/month),67.41744966442953,Below (50-75%),100,55.3,62.36000000000001
NCT04404426,CACOLAC : Citrulline Administration in the Hospital Patient in Intensive Care for COVID-19 Acute Respiratory Distress Syndrome,COMPLETED,NA,33.0,2020-11-04,2021-05-28,4.90009756097561,Adequate (1-10/month),49.0009756097561,Significantly Below (<50%),100,52.6,54.684999999999995
NCT03233126,A Study of KRN23 in Pediatric Patients With X-linked Hypophosphatemic Rickets/Osteomalacia,COMPLETED,PHASE3,16.0,2017-07-06,2020-02-17,0.5094560669456067,Slow (<1/month),5.094560669456067,Significantly Below (<50%),100,46.3,35.66
NCT03368378,Early DVC Ligation and Urinary Continence Recovery After RARP,COMPLETED,NA,312.0,2017-11-28,2020-02-10,11.812537313432836,Good (10-50/month),118.12537313432836,Exceeded (≥100%),100,80.0,87.67
NCT02951078,A Study of Comparing Effects of Thulium Laser en Bloc Resection and Electrical Transurethral Resection of the Non-muscle Invasive Bladder Cancer,UNKNOWN,PHASE3,172.0,2017-01-01,,,Slow (<1/month),,Significantly Below (<50%),50,38.8,20.244999999999997
NCT06184178,Implementing the Transcultural Social-Ethical-Care Model -TEC-MED for Older People in the Mediterranean Basin,COMPLETED,NA,20000.0,2023-12-01,2024-01-31,9980.327868852459,Excellent (>50/month),200.0,Exceeded (≥100%),100,100.0,99.185
NCT05519878,Light Therapy and Occupational Therapy Fatigue Management-Based Intervention for Patients With Genitourinary Cancers,RECRUITING,NA,224.0,2022-11-29,2027-05-25,4.162735042735043,Adequate (1-10/month),41.62735042735043,Significantly Below (<50%),60,55.9,63.42
NCT02346578,Comparative Study of Alternative Antiandrogen (AA) Therapy and Early Initiating of Enzalutamide for Castration-resistant Prostate Cancer (CRPC) After Combined Androgen Blockade (CAB) Therapy.,COMPLETED,PHASE2,104.0,2014-12-01,2019-01-22,2.092372769332452,Adequate (1-10/month),20.923727693324523,Significantly Below (<50%),100,58.3,68.99499999999999
NCT02542878,Effect of Myofascial Release by Foam Rolling on Back Muscles Endurance,UNKNOWN,NA,150.0,2015-10-01,2016-02-01,37.12195121951219,Good (10-50/month),200.0,Exceeded (≥100%),50,52.0,52.86
NCT06505278,The Impact of Medication Timing Adjustment on the Effect of Novel Hormonal Therapy,NOT_YET_RECRUITING,PHASE2,70.0,2024-08-01,2025-12-01,4.375359342915811,Adequate (1-10/month),43.753593429158116,Significantly Below (<50%),30,34.6,14.729999999999999
NCT02555878,A Study to Evaluate the Efficacy and Safety of Rivaroxaban Venous Thromboembolism (VTE) Prophylaxis in Ambulatory Cancer Participants,COMPLETED,PHASE3,841.0,2015-09-11,2018-08-24,23.747717996289424,Good (10-50/month),200.0,Exceeded (≥100%),100,95.0,95.7
NCT05254678,Exercise Rehabilitation Via a Mobile Application for Individuals With Breast Cancer Undergoing Chemotherapy,COMPLETED,NA,32.0,2023-09-20,2024-12-30,2.0858244111349036,Adequate (1-10/month),20.858244111349038,Significantly Below (<50%),100,52.6,54.684999999999995
NCT06810778,Duvelisib and Venetoclax in Patients With Relapsed or Refractory Peripheral T-cell Lymphoma (PTCL),RECRUITING,PHASE1,12.0,2025-05-02,2031-06-01,0.16446645655110312,Slow (<1/month),1.644664565511031,Significantly Below (<50%),60,34.0,14.02
NCT02150278,Effectiveness of an Intervention to Reduce Driving Under the Influence of Alcohol Among Drivers,UNKNOWN,NA,120.0,2012-04-01,2014-09-01,4.136806342015856,Adequate (1-10/month),41.36806342015855,Significantly Below (<50%),50,44.6,29.42
NCT02948478,Economic and Social Disparities and Breast Cancer,COMPLETED,,936.0,2016-12-01,2021-02-23,18.441320388349517,Good (10-50/month),184.41320388349516,Exceeded (≥100%),100,93.3,94.325
NCT03684278,"Randomised Treatment of Acute Pancreatitis With Infliximab: Double-blind, Placebo-controlled, Multi-centre Trial (RAPID-I)",RECRUITING,PHASE2,290.0,2019-05-01,2027-03-31,3.053476305776548,Adequate (1-10/month),30.53476305776548,Significantly Below (<50%),60,61.2,73.43499999999999
NCT06376578,Exercise Interventions for Improving Health in Breast Cancer Survivors,COMPLETED,NA,30.0,2018-09-05,2020-01-30,1.7835937499999999,Adequate (1-10/month),17.8359375,Significantly Below (<50%),100,52.4,53.949999999999996
NCT03428178,Efficacy Study of Gene Therapy for The Treatment of Acute LHON Onset Within Three Months,UNKNOWN,NA,120.0,2018-01-08,2020-12-30,3.360441582336707,Adequate (1-10/month),33.60441582336707,Significantly Below (<50%),50,44.6,29.42
NCT04592978,Personalized Feedback Intervention for Alcohol and Opioid Use Among Adults With Chronic Pain,COMPLETED,NA,206.0,2021-07-30,2025-04-30,4.577109489051095,Adequate (1-10/month),45.771094890510945,Significantly Below (<50%),100,66.5,79.405
NCT05187078,Allis Clamp Versus Single-tooth Tenaculum,COMPLETED,NA,95.0,2017-03-01,2018-03-01,7.922739726027398,Adequate (1-10/month),79.22739726027397,Met (75-100%),100,57.6,67.36999999999999
NCT04591678,Adults With SMA Treated With Nusinersen,COMPLETED,,15.0,2018-10-01,2021-06-25,0.45751503006012023,Slow (<1/month),4.575150300601202,Significantly Below (<50%),100,44.5,29.160000000000004
NCT07179978,Lorazepam and the Risk of Serious Adverse Events,COMPLETED,,12308.0,2008-01-01,2024-10-01,61.23823471722785,Excellent (>50/month),200.0,Exceeded (≥100%),100,98.3,97.505
NCT02081378,A Phase I Study of Oral Asciminib (ABL001) in Patients With CML or Ph+ ALL,COMPLETED,PHASE1,326.0,2014-04-24,2023-03-14,3.0571287738755393,Adequate (1-10/month),30.571287738755395,Significantly Below (<50%),100,76.1,84.94500000000001
NCT01894178,Study Examining Parker-Flex Endotracheal Tube for Obese Patients,COMPLETED,NA,60.0,2013-07-01,2016-10-01,1.5373737373737375,Adequate (1-10/month),15.373737373737374,Significantly Below (<50%),100,49.8,47.17
NCT04923178,A Multi-Center Natural History of Urothelial Cancer and Rare Genitourinary Tract Malignancies,RECRUITING,,1100.0,2022-10-24,2042-12-01,4.559989105270326,Adequate (1-10/month),45.599891052703256,Significantly Below (<50%),60,76.3,85.1
NCT02971878,Comparisons of Human Embryonic Development Using Single Medium With and Without the Addition of Antioxidants,COMPLETED,NA,128.0,2016-11-01,2018-02-01,8.52586433260394,Adequate (1-10/month),85.25864332603939,Met (75-100%),100,65.2,78.23
NCT02904278,Novel Mobile Device Application to Improve Adherence,COMPLETED,NA,26.0,2017-08-10,2019-11-01,0.973480934809348,Slow (<1/month),9.734809348093481,Significantly Below (<50%),100,47.1,39.64
NCT02592278,Prevention of Dental Caries Lesions With Fluoride Varnish in Erupting First Permanent Molars,COMPLETED,PHASE4,180.0,2015-03-01,2016-03-01,14.970491803278689,Good (10-50/month),149.70491803278688,Exceeded (≥100%),100,69.4,81.52000000000001
NCT06904378,Ontegimod and Gemcitabine/Nab-paclitaxel as Second Line Therapy for Metastatic Pancreatic Ductal Adenocarcinoma,NOT_YET_RECRUITING,PHASE1,61.0,2026-01-30,2029-07-31,1.4529264475743349,Adequate (1-10/month),14.52926447574335,Significantly Below (<50%),30,28.9,8.709999999999999
NCT00406978,"Melphalan, Prednisone, Thalidomide and Defibrotide in Relapsed Multiple Myeloma Patients",COMPLETED,PHASE1,24.0,2006-02-01,2014-04-01,0.2450721234485072,Slow (<1/month),2.450721234485072,Significantly Below (<50%),100,46.9,38.96
NCT02236078,Brief Bactericidal Activity of Anti-Tuberculosis Drugs,COMPLETED,PHASE1,18.0,2015-11-01,2020-09-30,0.3052479108635098,Slow (<1/month),3.0524791086350977,Significantly Below (<50%),100,46.4,36.26
NCT02784678,Minimally Invasive Closed Reduction and Internal Fixation With Screws for Distal Radius Fracture,UNKNOWN,NA,60.0,2016-06-01,2018-06-01,2.5019178082191784,Adequate (1-10/month),25.019178082191786,Significantly Below (<50%),50,39.8,21.47
NCT00364078,"Transitoriness in Cancer Patients, Psychosocial Issues in Cancer Care",COMPLETED,,193.0,2006-06-01,2007-08-01,13.790892018779344,Good (10-50/month),137.90892018779343,Exceeded (≥100%),100,68.8,81.105
NCT04251078,Monitoring Mutational Burden in Low Risk MDS Patients Using Sequential Peripheral Blood Samples,RECRUITING,,200.0,2019-01-01,2025-06-30,2.5666104553119733,Adequate (1-10/month),25.666104553119734,Significantly Below (<50%),60,52.3,53.515
NCT01331278,A Comparative Study of Knee Systems,COMPLETED,PHASE4,60.0,2009-09-01,2011-03-01,3.345054945054945,Adequate (1-10/month),33.45054945054945,Significantly Below (<50%),100,54.8,61.095
NCT05796778,Sub Omohyoid Suprascapular Nerve Block Versus Interscalene Nerve Block,UNKNOWN,NA,72.0,2023-04-01,2023-12-01,8.982295081967212,Adequate (1-10/month),89.82295081967212,Met (75-100%),50,45.8,33.03
NCT06961578,SCORE Study: Comparing Surgery and Rigid Collar Treatment for Odontoid Fractures in Adults Over 70,NOT_YET_RECRUITING,NA,322.0,2025-06-01,2028-06-01,8.943138686131388,Adequate (1-10/month),89.43138686131387,Met (75-100%),30,59.8,71.61
NCT06684678,Individualized Automatic Coaching Message for Glycemic Management and Depressive Symptom,NOT_YET_RECRUITING,NA,140.0,2024-11-13,2025-04-30,25.366666666666667,Good (10-50/month),200.0,Exceeded (≥100%),30,45.2,30.830000000000002
NCT04176185,"A Research Study in Chinese People With Allergy to House Dust Mites, Using an Environmental Exposure Chamber",TERMINATED,PHASE3,80.0,2019-11-04,2022-01-19,3.017596034696407,Adequate (1-10/month),30.17596034696407,Significantly Below (<50%),10,29.4,8.84
NCT02517385,Essentiale® Paste in Patients With Gastrointestinal Symptoms in Acute or Chronic Liver Diseases,COMPLETED,PHASE3,147.0,2015-08-01,2016-06-01,14.671081967213116,Good (10-50/month),146.71081967213118,Exceeded (≥100%),100,66.8,79.55
NCT07357285,Safety and Efficacy Evaluation of the iNstroke 4F Thromboaspiration Catheter in Patients With Acute Ischaemic Stroke Due to Primary Distal Medium Vessel Occlusions (DMVO),RECRUITING,NA,57.0,2025-11-27,2026-08-31,6.263826714801445,Adequate (1-10/month),62.63826714801445,Below (50-75%),60,42.6,25.679999999999996
NCT02305485,NeoVas Bioresorbable Coronary Scaffold Randomized Controlled Trial,UNKNOWN,NA,560.0,2014-11-01,2020-06-01,8.360176557135851,Adequate (1-10/month),83.6017655713585,Met (75-100%),50,80.0,87.67
NCT00068185,A Study of the Pharmacokinetics of Black Cohosh,TERMINATED,PHASE1,12.0,2003-08-01,2008-07-01,0.20338530066815144,Slow (<1/month),2.0338530066815146,Significantly Below (<50%),10,19.0,4.84
NCT01862185,The Effect of Semi-quantitative Procalcitonin Assay to The Adequacy of Empirical Antibiotics and Mortality in Septic Patients,COMPLETED,PHASE3,205.0,2012-12-01,2013-04-01,51.57190082644628,Excellent (>50/month),200.0,Exceeded (≥100%),100,76.4,85.25
NCT00003585,Biological Therapy Plus Chemotherapy in Treating Patients With Metastatic or Recurrent Kidney Cancer,COMPLETED,PHASE1,35.0,1996-08-01,2002-08-01,0.486261980830671,Slow (<1/month),4.86261980830671,Significantly Below (<50%),100,47.8,42.42
NCT02941185,Multi-dose Vitamin D Supplementation in Preterm Infants,COMPLETED,PHASE4,121.0,2014-01-01,2016-12-01,3.458441314553991,Adequate (1-10/month),34.58441314553991,Significantly Below (<50%),100,59.7,71.355
NCT01586585,Back to Functional Life Following Cardiac Surgery,WITHDRAWN,,0.0,2012-05-01,2013-09-01,,Slow (<1/month),0.0,Significantly Below (<50%),5,13.2,0.6
NCT05828485,Effect of Food on Pharmacokinetics of MY008211A Tablets in Healthy Adult Subjects,COMPLETED,PHASE1,12.0,2022-09-26,2022-10-23,12.0,Good (10-50/month),120.0,Exceeded (≥100%),100,56.0,63.71
NCT04298385,Traction Orthosis for Oblique Proximal Phalangeal Fractures,UNKNOWN,,10.0,2020-03-01,2020-08-01,1.9895424836601308,Adequate (1-10/month),19.895424836601308,Significantly Below (<50%),50,34.1,14.19
NCT06055985,"A Study to Evaluate the Efficacy, Safety, Tolerability, and Pharmacokinetics of UCB0022 in Study Participants With Advanced Parkinson's Disease",COMPLETED,PHASE2,207.0,2023-11-17,2025-04-11,12.330880626223092,Good (10-50/month),123.30880626223093,Exceeded (≥100%),100,71.6,82.755
NCT02868385,Repeated Doses of Praziquantel in Schistosomiasis Treatment (RePST),COMPLETED,PHASE3,167.0,2018-10-01,2019-01-14,48.41409523809524,Good (10-50/month),200.0,Exceeded (≥100%),100,73.4,83.7
NCT05998785,Embody Insertional Achilles Tendinopathy,TERMINATED,,8.0,2022-08-02,2024-08-01,0.33358904109589044,Slow (<1/month),3.3358904109589047,Significantly Below (<50%),10,17.0,2.75
NCT01742585,A Phase 3 Study of ASP1585 in Chronic Kidney Disease Patients With Hyperphosphatemia Not on Dialysis,COMPLETED,PHASE3,163.0,2012-10-01,2014-05-01,8.599168110918546,Adequate (1-10/month),85.99168110918546,Met (75-100%),100,68.0,80.56
NCT03021785,A Study of Multiple Intravitreal Injection TK001 in Patients With Neovascular Age-related Macular Degeneration,UNKNOWN,PHASE1,36.0,2017-10-18,2018-11-01,2.8913984168865436,Adequate (1-10/month),28.913984168865444,Significantly Below (<50%),50,37.9,19.139999999999997
NCT06821685,Autologous Decidual-like Natural Killer Cells Therapy for Infertility or Adverse Pregnancy History,RECRUITING,PHASE1,14.0,2025-02-13,2027-12-01,0.4173947110675808,Slow (<1/month),4.173947110675808,Significantly Below (<50%),60,34.1,14.19
NCT01951443,Korean Red Ginseng Rg3 Extract on Arterial Stiffness and Blood Pressure,COMPLETED,PHASE1,24.0,2013-08-01,,,Slow (<1/month),,Significantly Below (<50%),100,41.9,24.585
NCT01367743,Study Comparing the Efficacy and Tolerability of Epinephrine and Norepinephrine in Cardiogenic Shock,COMPLETED,PHASE4,58.0,2011-09-01,2016-08-01,0.9830289532293986,Slow (<1/month),9.830289532293987,Significantly Below (<50%),100,49.6,46.785
NCT01068743,Bioequivalence Study of Fixed Dose Combination of 2.5 mg Saxagliptin/850 mg Metformin Tablet Relative to 2.5 mg Onglyza and 850 mg Glucophage Tablets Co-Administered,COMPLETED,PHASE1,24.0,2010-02-01,2010-03-01,24.0,Good (10-50/month),200.0,Exceeded (≥100%),100,56.9,65.89500000000001
NCT04622943,"An Interactive Web Platform to Teach Children Hunting, Shooting and Firearms Safety",COMPLETED,NA,163.0,2021-12-14,2024-05-10,5.6511617312072895,Adequate (1-10/month),56.51161731207288,Below (50-75%),100,63.0,75.845
NCT05612243,Effect of Consumption of a Novel Functional Yogurt on Blood Biomarkers of Healthy Participants,UNKNOWN,NA,21.0,2022-10-17,2022-12-16,10.654,Good (10-50/month),106.53999999999999,Exceeded (≥100%),50,41.7,24.36
NCT01266343,Comparison of Anterior Chamber Paracentesis and Conventional Mannitol Infusion in Patients With Primary Acute Angle-closure Glaucoma,COMPLETED,,60.0,2007-01-01,2009-12-01,1.7149295774647888,Adequate (1-10/month),17.14929577464789,Significantly Below (<50%),100,53.1,56.105000000000004
NCT05209243,START-MET HS Prostate Cancer. : SbrT & Androgen Receptor Therapy METastatic HSPC,RECRUITING,NA,266.0,2023-01-26,2027-01-01,5.638607242339833,Adequate (1-10/month),56.38607242339834,Below (50-75%),60,59.3,70.815
NCT04394143,Effect of AD128 to Treat Obstructive Sleep Apnea,COMPLETED,PHASE2,15.0,2020-10-20,2021-07-19,1.6786764705882353,Adequate (1-10/month),16.786764705882355,Significantly Below (<50%),100,51.2,50.375
NCT06177743,IRIS-Coroflex NEO Cohort,RECRUITING,,1000.0,2025-01-09,2030-12-31,13.950504124656279,Good (10-50/month),139.50504124656277,Exceeded (≥100%),60,81.3,88.58
NCT04634643,Pathogenesis of Pediatric Nonalcoholic Fatty Liver Disease (NAFLD),RECRUITING,,260.0,2021-06-28,2026-01-30,4.7193798449612405,Adequate (1-10/month),47.19379844961241,Significantly Below (<50%),60,57.1,66.27
NCT06004843,The Effects of Remimazolam on the Incidence of Hypoxia During Sedated Hysteroscopy for Assisted Reproduction in Overweight or Obese Patients,NOT_YET_RECRUITING,NA,600.0,2023-08-01,2026-04-01,18.751540041067763,Good (10-50/month),187.51540041067764,Exceeded (≥100%),30,74.0,83.985
NCT04975243,Clinical Evaluation to Assess the Safety and Efficacy of GentleMax Pro™/GentleMax Pro Plus™,UNKNOWN,NA,20.0,2021-03-19,2023-09-30,0.6581621621621622,Slow (<1/month),6.581621621621622,Significantly Below (<50%),50,31.6,10.905
NCT03501043,Assessment of Gait After Dysport Treatment,COMPLETED,PHASE4,11.0,2018-06-11,2019-08-22,0.7662242562929061,Slow (<1/month),7.662242562929062,Significantly Below (<50%),100,45.9,33.495000000000005
NCT07021443,The Effect of GLP-1 Analogues on Liver Steatosis and Fibrosis in Diabetic and Obese Patients in a Clinical Setting,COMPLETED,,50.0,2023-10-09,2025-05-12,2.619621342512909,Adequate (1-10/month),26.196213425129088,Significantly Below (<50%),100,52.3,53.515
NCT01115543,Efficacy and Safety of Alfacalcidol Compared to Calcitriol for Treatment of Secondary Hyperparathyroidism,COMPLETED,PHASE4,32.0,2008-08-01,2009-08-01,2.6687123287671235,Adequate (1-10/month),26.687123287671238,Significantly Below (<50%),100,52.6,54.684999999999995
NCT07368543,Sequencing SG vs. T-DXd in HER2-Low/TROP2-High Metastatic Breast Cancer,NOT_YET_RECRUITING,PHASE2,216.0,2026-01-16,2028-12-01,6.261942857142858,Adequate (1-10/month),62.61942857142857,Below (50-75%),30,46.3,35.66
NCT00968643,"Spinal Cord Compression. ICORG 05-03, V6",COMPLETED,PHASE3,126.0,2006-01-01,,,Slow (<1/month),,Significantly Below (<50%),100,50.1,47.89
NCT03481543,Effectiveness of Bronchodilator Nebulization With and Without Noninvasive Ventilation in COPD,TERMINATED,NA,11.0,2018-04-10,2020-11-12,0.3535797254487857,Slow (<1/month),3.5357972544878566,Significantly Below (<50%),10,18.9,4.6899999999999995
NCT00907543,Quality of Life in Neoadjuvant Versus Adjuvant Therapy of Esophageal Cancer Treatment Trial,COMPLETED,NA,96.0,2009-04-01,2018-12-31,0.8206234203875316,Slow (<1/month),8.206234203875315,Significantly Below (<50%),100,52.7,55.04
NCT01200043,Metabolic Impact of Fructose Restriction in Obese Children,COMPLETED,NA,54.0,2010-07-01,2014-12-01,1.0184386617100372,Adequate (1-10/month),10.184386617100373,Significantly Below (<50%),100,49.3,46.265
NCT01859143,Study to Evaluate the Safety of 3 New 6:2 Influenza Virus Reassortants in Adults,COMPLETED,PHASE4,300.0,2013-05-01,2013-12-01,42.67289719626169,Good (10-50/month),200.0,Exceeded (≥100%),100,84.0,90.595
NCT01505543,Proprioceptive Postural Control and Chronic Obstructive Pulmonary Disease (COPD),COMPLETED,,40.0,2012-01-01,2012-09-01,4.99016393442623,Adequate (1-10/month),49.901639344262286,Significantly Below (<50%),100,51.5,51.245
NCT02683343,The Use of Ultrasound to Quantify Muscle Overlying the Carpal Tunnel,WITHDRAWN,,0.0,2016-07-01,2018-07-01,,Slow (<1/month),0.0,Significantly Below (<50%),5,13.2,0.6
NCT05968443,Dafilon® Suture Material in Patients Undergoing Ophthalmic Surgery,COMPLETED,,200.0,2019-01-08,2022-05-10,4.998357963875205,Adequate (1-10/month),49.98357963875205,Significantly Below (<50%),100,64.3,77.265
NCT01760343,A Study to Evaluate the Safety and Pharmacokinetics of Two Formulations of C1-esterase Inhibitor,COMPLETED,PHASE1,16.0,2013-01-01,2013-03-01,8.25491525423729,Adequate (1-10/month),82.54915254237288,Met (75-100%),100,51.3,50.62
NCT05425043,Granulocyte Transfusions After Umbilical Cord Blood Transplant,RECRUITING,NA,40.0,2021-09-14,2026-06-01,0.7074956420685649,Slow (<1/month),7.074956420685649,Significantly Below (<50%),60,36.2,16.84
NCT05819515,Treatment of Gingival Recession Defects Using Platelet-Rich Fibrin With an Allogenic Dermal Matrix,COMPLETED,NA,36.0,2023-04-29,2024-03-27,3.290810810810811,Adequate (1-10/month),32.90810810810812,Significantly Below (<50%),100,52.9,55.55
NCT06756815,Cross Bracing Protocol With And Without Dynamic Neuromuscular Stabilization Training in Athletes,COMPLETED,NA,26.0,2024-04-01,2024-09-30,4.348571428571429,Adequate (1-10/month),43.48571428571428,Significantly Below (<50%),100,52.1,53.03
NCT01747915,"A Safety, Efficacy and Tolerability Trial of Pregabalin as Add-On Treatment in Pediatric and Adult Subjects With Primary Generalized Tonic-Clonic (i.e., Grand Mal) Seizures.",COMPLETED,PHASE3,219.0,2013-04-03,2019-02-20,3.102075383899488,Adequate (1-10/month),31.02075383899488,Significantly Below (<50%),100,67.5,80.08
NCT04129515,NovoTTF-200A + Pembrolizumab In Melanoma Brain Metastasis,WITHDRAWN,PHASE1,0.0,2025-10-30,2026-01-01,,Slow (<1/month),0.0,Significantly Below (<50%),5,14.8,1.6650000000000003
NCT02700815,Capsaicin + Diclofenac Gel in Acute Back Pain or Neck Pain,COMPLETED,PHASE3,746.0,2016-05-09,2017-07-21,51.84529680365297,Excellent (>50/month),200.0,Exceeded (≥100%),100,100.0,99.185
NCT00104715,Hormone Therapy and Docetaxel or Hormone Therapy Alone in Treating Patients With Metastatic Prostate Cancer,COMPLETED,PHASE3,385.0,2004-10-18,2015-12-15,2.8759263803680986,Adequate (1-10/month),28.759263803680984,Significantly Below (<50%),100,80.8,88.215
NCT06344715,"Phase 1 Study Evaluating Safety and Tolerability of SL-T10, GX-I7, and Pembrolizumab Triple Combination in mCRPC.",RECRUITING,PHASE1,78.0,2022-10-17,2024-10-31,3.187006711409396,Adequate (1-10/month),31.87006711409396,Significantly Below (<50%),60,44.2,28.549999999999997
NCT06515015,"Evaluation of the Feasibility, Safety, and Efficacy of Single-use Endobronchial Silicon Spigots for the Treatment of Refractory Pneumothorax",RECRUITING,NA,10.0,2024-08-01,2026-08-01,0.41698630136986303,Slow (<1/month),4.16986301369863,Significantly Below (<50%),60,33.8,13.694999999999999
NCT00087815,Hyperbaric Oxygen Therapy in Treating Patients With Radiation Necrosis of the Brain,UNKNOWN,NA,30.0,2003-09-01,2005-06-01,1.4291079812206573,Adequate (1-10/month),14.291079812206572,Significantly Below (<50%),50,32.4,12.025
NCT06303115,CSD231005 Nicotine Pouch Biomarkers of Exposure,COMPLETED,NA,200.0,2024-08-22,2025-01-15,41.6986301369863,Good (10-50/month),200.0,Exceeded (≥100%),100,76.0,84.92
NCT04386915,Study on the Tolerance and Pharmacokinetics of GST-HG141 Tablets,UNKNOWN,PHASE1,104.0,2020-05-18,2021-08-01,7.194909090909091,Adequate (1-10/month),71.94909090909091,Below (50-75%),50,43.3,27.05
NCT06996015,"Effects of SNAGs & CBT on Pain, Craniovertebral Angle & Disability in Non Specific Neck Pain",RECRUITING,NA,32.0,2025-06-10,2025-12-10,5.322841530054645,Adequate (1-10/month),53.22841530054645,Below (50-75%),60,40.6,22.575
NCT04526015,Iliohypogastric and Ilioinguinal Nerve Block for Acute and Chronic Pain Relief After Cesarean Section.,COMPLETED,NA,64.0,2020-09-20,2021-08-01,6.184634920634921,Adequate (1-10/month),61.84634920634922,Below (50-75%),100,55.1,62.085
NCT02609815,Initial Combination of Gemigliptin and Metformin on Microbiota Change,COMPLETED,NA,70.0,2015-11-01,2021-03-15,1.0865884752677206,Adequate (1-10/month),10.865884752677207,Significantly Below (<50%),100,50.6,48.705
NCT05913115,A Study Evaluating Safety and Pharmacokinetics of FPA144 in Japanese Patients With Advanced Gastric or Gastroesophageal Cancer,COMPLETED,PHASE1,6.0,2017-06-12,2018-06-19,0.49096774193548387,Slow (<1/month),4.909677419354839,Significantly Below (<50%),100,45.5,31.705
NCT01472315,"Postmenopausal Women,Treatment of Sleep Apnea and Co-morbidities",COMPLETED,PHASE2,34.0,2000-01-01,2000-11-01,3.3933114754098366,Adequate (1-10/month),33.93311475409836,Significantly Below (<50%),100,52.7,55.04
